,COD_ID,DIST,SUB_GRP_PR,SUB_GRP_SE,ENE_01,ENE_02,ENE_03,ENE_04,ENE_05,ENE_06,ENE_07,ENE_08,ENE_09,ENE_10,ENE_11,ENE_12,DESCR
0,1,401,A4,B,3332.429,3184.362,3097.072,3205.396,3175.248,3290.416,3549.835,3405.89,3112.889,3016.915,3212.217,3343.799, 
